sncb_stream$start:UINT64,sncb_stream$end:UINT64,sncb_stream$varBP:FLOAT64,sncb_stream$varFF:FLOAT64,sncb_stream$cnt:UINT64
1722905600,1722915600,5.441,5.073,2284
1722905800,1722915800,5.441,5.073,2287
1722906000,1722916000,5.441,5.073,2270
1722906200,1722916200,5.441,5.073,2268
1722906400,1722916400,5.486,5.073,2279
1722906600,1722916600,5.486,5.073,2262
1722907000,1722917000,5.486,5.073,2247
1722906800,1722916800,5.486,5.073,2241
1722907200,1722917200,5.486,5.073,2226
1722907400,1722917400,5.486,5.073,2201
1722907600,1722917600,5.486,5.073,2206
1722907800,1722917800,5.486,5.073,2191
1722908000,1722918000,5.486,5.073,2165
1722908200,1722918200,5.486,5.073,2167
1722908400,1722918400,5.486,5.073,2148
1722908600,1722918600,5.486,5.073,2122
1722908800,1722918800,5.486,5.073,2124
1722909000,1722919000,5.486,5.073,2114
1722909200,1722919200,5.486,5.073,2087
1722909400,1722919400,5.486,5.073,2082
1722909600,1722919600,5.486,5.073,2079
1722909800,1722919800,5.486,5.073,2056
1722910000,1722920000,5.486,5.073,2047
1722910200,1722920200,5.486,5.073,2054
1722910400,1722920400,5.486,5.073,2039
1722910600,1722920600,5.486,5.073,2029
1722910800,1722920800,5.486,5.073,2015
1722911000,1722921000,5.486,5.073,1993
1722911200,1722921200,5.486,5.073,1979
1722911400,1722921400,5.486,5.073,1970
1722911600,1722921600,5.486,5.073,1939
1722911800,1722921800,5.486,5.073,1912
1722912000,1722922000,5.486,5.073,1919
1722912200,1722922200,5.486,5.073,1907
1722912400,1722922400,5.486,5.073,1901
1722912600,1722922600,5.486,5.073,1907
1722912800,1722922800,5.486,5.073,1904
1722913000,1722923000,5.486,5.073,1884
1722913200,1722923200,5.486,5.073,1884
1722913400,1722923400,5.486,5.073,1887
1722913600,1722923600,5.486,5.073,1875
1722913800,1722923800,5.486,5.073,1853
1722914000,1722924000,5.486,5.073,1831
1722914200,1722924200,5.486,5.073,1828
1722914400,1722924400,5.486,5.055,1836
1722914600,1722924600,5.486,5.01,1826
1722914800,1722924800,5.486,5.01,1831
1722915000,1722925000,5.486,5.01,1843
1722915200,1722925200,5.486,5.01,1835
1722915400,1722925400,5.486,5.01,1830
1722915600,1722925600,5.486,5.01,1840
1722915800,1722925800,5.486,5.01,1836
1722916000,1722926000,5.486,5.01,1847
1722916200,1722926200,5.486,5.01,1858
1722916400,1722926400,5.396,5.01,1860
1722916600,1722926600,5.396,5.01,1883
1722916800,1722926800,5.396,5.01,1900
1722917000,1722927000,5.396,5.01,1911
1722917200,1722927200,5.396,5.01,1925
1722917400,1722927400,5.396,5.01,1940
1722917600,1722927600,5.396,5.01,1943
1722917800,1722927800,5.396,5.01,1956
1722918000,1722928000,5.396,5.01,1957
1722918200,1722928200,5.396,5.01,1947
1722918400,1722928400,5.396,5.01,1966
1722918600,1722928600,5.396,5.01,1967
1722918800,1722928800,5.396,5.01,1944
1722919000,1722929000,5.396,5.01,1945
1722919200,1722929200,5.396,5.01,1953
1722919400,1722929400,5.396,5.01,1942
1722919600,1722929600,5.396,5.01,1947
1722919800,1722929800,5.396,5.01,1947
1722920000,1722930000,5.396,5.01,1937
1722920200,1722930200,5.396,5.01,1936
1722920400,1722930400,5.396,5.01,1943
1722920600,1722930600,5.396,5.01,1935
1722920800,1722930800,5.396,5.01,1951
1722921000,1722931000,5.396,5.01,1971
1722921200,1722931200,5.396,5.01,1975
1722921400,1722931400,5.396,5.01,1983
1722921600,1722931600,5.396,5.006,1991
1722921800,1722931800,5.441,5.006,2008
1722922200,1722932200,5.441,5.006,1986
1722922000,1722932000,5.441,5.006,1998
1722922400,1722932400,5.441,5.006,1975
1722922600,1722932600,5.441,5.006,1969
1722922800,1722932800,5.441,5.006,1941
1722923000,1722933000,5.441,5.006,1945
1722923200,1722933200,5.441,5.006,1944
1722923400,1722933400,5.441,5.006,1913
1722923600,1722933600,5.441,5.006,1906
1722923800,1722933800,5.441,5.006,1930
1722924000,1722934000,5.441,5.006,1936
1722924200,1722934200,5.441,5.006,1935
1722924400,1722934400,5.441,5.006,1941
1722924600,1722934600,5.441,5.006,1940
1722924800,1722934800,5.441,5.006,1935
1722925000,1722935000,5.441,5.006,1928
1722925200,1722935200,5.441,5.006,1947
1722925400,1722935400,5.441,5.006,1964
1722925600,1722935600,5.441,5.006,1968
1722925800,1722935800,5.441,5.006,1979
1722926000,1722936000,5.441,5.006,1994
1722926600,1722936600,5.441,5.006,1875
1722927000,1722937000,5.441,5.006,1780
1722926800,1722936800,5.441,5.006,1832
1722926200,1722936200,5.441,5.006,1962
1722927200,1722937200,5.441,5.006,1738
1722927600,1722937600,5.441,5.006,1650
1722926400,1722936400,5.441,5.006,1919
1722927400,1722937400,5.441,5.006,1697
1722927800,1722937800,5.441,5.006,1601
1722928000,1722938000,5.441,5.006,1570
1722928400,1722938400,5.441,5.006,1482
1722928600,1722938600,5.441,5.006,1451
1722929000,1722939000,5.441,5.006,1385
1722928200,1722938200,5.441,5.006,1533
1722928800,1722938800,5.441,5.006,1424
1722929200,1722939200,5.441,5.006,1348
1722929400,1722939400,5.441,5.006,1316
1722929600,1722939600,5.441,5.006,1277
1722929800,1722939800,5.441,5.006,1250
1722930000,1722940000,5.441,5.006,1222
1722930200,1722940200,5.441,5.006,1183
1722930400,1722940400,5.441,5.006,1141
1722930600,1722940600,5.441,5.006,1109
1722930800,1722940800,5.441,5.006,1067
1722931200,1722941200,5.441,5.006,984
1722931000,1722941000,5.441,5.006,1025
1722931400,1722941400,5.441,5.006,948
1722931600,1722941600,5.441,5.006,916
1722932200,1722942200,5.07,5.006,801
1722931800,1722941800,5.07,5.006,867
1722932000,1722942000,5.07,5.006,829
1722932600,1722942600,5.07,5.006,730
1722932800,1722942800,5.07,5.006,707
1722933000,1722943000,5.07,5.006,675
1722933200,1722943200,5.07,5.006,638
1722933400,1722943400,5.07,5.006,624
1722933600,1722943600,5.07,5.002,602
1722933800,1722943800,5.07,5.002,556
1722934000,1722944000,5.07,3.896,528
1722934400,1722944400,5.07,3.896,461
1722934200,1722944200,5.07,3.896,502
1722934600,1722944600,5.07,3.896,428
1722935000,1722945000,5.07,3.896,352
1722934800,1722944800,5.07,3.896,394
1722935200,1722945200,5.066,3.896,308
1722935400,1722945400,5.066,3.896,269
1722935600,1722945600,5.062,3.896,227
1722935800,1722945800,5.062,3.896,195
1722936000,1722946000,5.058,3.896,142
1722936200,1722946200,5.058,3.896,131
1722932400,1722942400,5.07,5.006,766
1722936600,1722946600,5.058,3.896,148
1722936800,1722946800,5.058,3.896,153
1722937000,1722947000,5.058,3.896,158
1722937200,1722947200,5.058,3.896,162
1722937400,1722947400,5.058,3.896,163
1722936400,1722946400,5.058,3.896,141
1722937600,1722947600,5.058,5.148,169
1722937800,1722947800,5.058,5.148,174
1722938400,1722948400,5.058,5.148,197
1722938000,1722948000,5.058,5.148,176
1722938200,1722948200,5.058,5.148,184
1722938800,1722948800,5.058,5.148,248
1722939000,1722949000,5.058,5.148,276
1722939400,1722949400,5.058,5.148,327
1722939200,1722949200,5.058,5.148,298
1722938600,1722948600,5.058,5.148,220
1722939600,1722949600,5.058,5.148,352
1722939800,1722949800,5.058,5.148,375
1722940000,1722950000,5.058,5.148,403
1722940200,1722950200,5.058,5.148,425
1722940400,1722950400,5.058,5.148,435
1722940600,1722950600,5.058,5.148,455
1722940800,1722950800,5.058,5.148,481
1722941000,1722951000,5.058,5.148,504
1722941200,1722951200,5.058,5.148,533
1722941400,1722951400,5.058,5.148,552
1722941600,1722951600,5.058,5.148,575
1722941800,1722951800,5.058,5.148,608
1722942000,1722952000,5.058,5.148,628
1722942200,1722952200,5.058,5.148,661
1722942400,1722952400,5.058,5.148,688
1722942600,1722952600,5.058,5.148,698
1722942800,1722952800,5.058,5.148,724
1722943000,1722953000,5.058,5.148,752
1722943200,1722953200,5.062,5.148,779
1722943400,1722953400,5.062,5.148,809
1722943600,1722953600,5.062,5.148,850
1722943800,1722953800,5.062,5.148,887
1722944000,1722954000,5.062,5.148,918
1722944200,1722954200,5.062,5.148,938
1722944400,1722954400,5.062,5.148,972
1722944600,1722954600,5.062,5.148,1013
1722944800,1722954800,5.062,5.148,1057
1722945000,1722955000,5.062,5.148,1102
1722945200,1722955200,5.062,5.148,1117
1722945400,1722955400,5.062,5.148,1156
1722945600,1722955600,5.062,5.148,1193
1722945800,1722955800,5.062,5.148,1231
1722946200,1722956200,5.062,5.148,1311
1722946000,1722956000,5.062,5.148,1279
1722946400,1722956400,5.062,5.148,1339
1722946600,1722956600,5.062,5.148,1369
1722946800,1722956800,5.062,5.148,1381
1722947000,1722957000,5.062,5.148,1400
1722947200,1722957200,5.062,5.148,1428
1722947400,1722957400,5.062,5.148,1468
1722947600,1722957600,5.062,5.062,1506
1722948000,1722958000,5.366,5.062,1602
1722948200,1722958200,5.366,5.062,1634
1722947800,1722957800,5.358,5.062,1551
1722948400,1722958400,5.366,5.062,1665
1722948600,1722958600,5.366,5.062,1701
1722948800,1722958800,5.366,5.013,1725
1722949000,1722959000,5.366,5.013,1749
1722949200,1722959200,5.366,5.013,1779
1722949400,1722959400,5.366,5.013,1802
1722949600,1722959600,5.366,5.013,1818
1722949800,1722959800,5.366,5.013,1829
1722950000,1722960000,5.366,5.013,1839
1722950200,1722960200,5.366,5.013,1863
1722950400,1722960400,5.366,5.013,1889
1722950600,1722960600,5.366,5.013,1915
1722950800,1722960800,5.366,5.013,1935
1722951000,1722961000,5.366,5.013,1948
1722951200,1722961200,5.366,5.013,1960
1722951400,1722961400,5.366,5.013,1996
1722951600,1722961600,5.366,5.013,2003
1722951800,1722961800,5.366,5.013,1991
1722952000,1722962000,5.366,5.013,2005
1722952200,1722962200,5.366,5.013,2016
1722952400,1722962400,5.366,5.013,2019
1722952600,1722962600,5.366,5.013,2061
1722952800,1722962800,5.366,5.013,2083
1722953000,1722963000,5.366,5.013,2089
1722953200,1722963200,5.366,5.013,2105
1722953400,1722963400,5.366,5.013,2125
1722953800,1722963800,5.366,5.013,2128
1722953600,1722963600,5.366,5.013,2125
1722954000,1722964000,5.366,5.013,2129
1722954200,1722964200,5.366,5.013,2150
1722954400,1722964400,5.366,5.013,2161
1722954600,1722964600,5.366,5.013,2151
1722954800,1722964800,5.366,5.013,2146
1722955000,1722965000,5.366,5.013,2123
1722955200,1722965200,5.366,5.013,2118
1722955400,1722965400,5.366,5.013,2101
1722955600,1722965600,5.366,5.013,2097
1722955800,1722965800,5.366,5.013,2070
1722956000,1722966000,5.366,5.013,2045
1722956200,1722966200,5.366,5.013,2055
1722956400,1722966400,5.366,5.013,2040
1722956600,1722966600,5.366,5.013,2025
1722956800,1722966800,5.366,5.013,2041
1722957000,1722967000,5.366,5.013,2050
1722957200,1722967200,5.366,5.013,2050
1722957400,1722967400,5.366,5.013,2052
1722957600,1722967600,5.366,5.013,2050
1722957800,1722967800,5.366,5.013,2031
1722958000,1722968000,5.077,5.013,2018
1722958200,1722968200,5.062,5.013,2028
1722958400,1722968400,5.062,5.013,2015
1722958600,1722968600,5.062,5.013,1993
1722958800,1722968800,5.062,5.047,1988
1722959200,1722969200,5.062,5.047,1957
1722959000,1722969000,5.062,5.047,1972
1722959400,1722969400,5.062,5.047,1935
1722959600,1722969600,5.062,5.047,1929
1722959800,1722969800,5.062,5.047,1930
1722960000,1722970000,5.062,5.047,1927
1722960200,1722970200,5.062,5.047,1933
1722960400,1722970400,5.062,5.047,1939
1722960600,1722970600,5.062,5.047,1925
1722960800,1722970800,5.062,5.047,1924
1722961200,1722971200,5.062,5.047,1928
1722961000,1722971000,5.062,5.047,1934
1722961400,1722971400,5.062,5.047,1913
1722961600,1722971600,5.062,5.047,1933
1722961800,1722971800,5.062,5.047,1962
1722962000,1722972000,5.062,5.047,1971
1722962200,1722972200,5.062,5.047,1979
1722962400,1722972400,5.062,5.047,2004
1722962600,1722972600,5.062,5.047,1996
1722962800,1722972800,5.062,5.047,1989
1722963000,1722973000,5.058,5.047,2013
1722963200,1722973200,5.058,5.047,2018
1722963400,1722973400,5.058,5.047,2000
1722963600,1722973600,5.058,5.047,2010
1722963800,1722973800,5.058,5.047,2022
1722964000,1722974000,5.058,5.047,2028
1722964200,1722974200,5.058,5.047,2026
1722964400,1722974400,5.058,5.047,2023
1722964600,1722974600,5.058,5.047,2045
1722964800,1722974800,5.058,5.047,2048
1722965000,1722975000,5.058,5.047,2055
1722965200,1722975200,5.058,5.047,2081
1722965400,1722975400,5.058,5.047,2120
1722965600,1722975600,5.058,5.047,2134
1722965800,1722975800,5.058,5.047,2154
1722966000,1722976000,5.058,5.047,2182
1722966200,1722976200,5.058,5.047,2192
1722966400,1722976400,5.058,5.047,2211
1722966600,1722976600,5.058,5.047,2235
1722966800,1722976800,5.058,5.047,2257
1722967000,1722977000,5.058,5.047,2277
1722967200,1722977200,5.058,5.047,2296
1722967400,1722977400,5.058,5.047,2307
1722967600,1722977600,5.058,5.047,2315
1722967800,1722977800,5.058,5.047,2322
1722968000,1722978000,5.058,5.047,2331
1722968200,1722978200,5.058,5.047,2327
1722968400,1722978400,5.058,5.047,2351
1722968600,1722978600,5.058,5.047,2361
1722968800,1722978800,5.058,5.006,2365
1722969000,1722979000,5.058,5.006,2374
1722969200,1722979200,5.058,5.006,2388
1722969400,1722979400,5.058,5.006,2394
1722969600,1722979600,5.058,5.006,2396
1722969800,1722979800,5.058,5.006,2418
1722970000,1722980000,5.058,5.006,2432
1722970200,1722980200,5.058,5.006,2433
1722970400,1722980400,5.058,5.006,2451
1722970600,1722980600,5.058,5.017,2469
1722970800,1722980800,5.058,5.017,2475
1722971000,1722981000,5.058,5.017,2482
1722971200,1722981200,5.058,5.017,2494
1722971400,1722981400,5.058,5.017,2498
1722971600,1722981600,5.058,5.017,2499
1722971800,1722981800,5.058,5.017,2493
1722972000,1722982000,5.058,5.017,2493
1722972200,1722982200,5.058,5.017,2480
1722972400,1722982400,5.058,5.017,2472
1722972600,1722982600,5.058,5.017,2480
1722972800,1722982800,5.058,5.017,2479
1722973000,1722983000,5.058,5.017,2469
1722973200,1722983200,5.058,5.017,2470
1722973400,1722983400,5.058,5.017,2477
1722973600,1722983600,5.055,5.017,2464
1722973800,1722983800,5.055,5.017,2454
1722974000,1722984000,5.055,5.017,2463
1722974200,1722984200,5.055,5.017,2459
1722974400,1722984400,5.055,5.017,2457
1722974600,1722984600,5.055,5.017,2434
1722974800,1722984800,5.055,5.017,2430
1722975000,1722985000,5.055,5.017,2439
1722975200,1722985200,5.055,5.017,2438
1722975400,1722985400,5.043,5.017,2425
1722975600,1722985600,5.043,5.017,2414
1722975800,1722985800,5.043,5.017,2418
1722976000,1722986000,5.043,5.017,2418
1722976200,1722986200,5.043,5.017,2403
1722976400,1722986400,5.385,5.017,2406
1722976600,1722986600,5.388,5.017,2405
1722976800,1722986800,5.388,5.017,2392
1722977000,1722987000,5.388,5.017,2389
1722977200,1722987200,5.388,5.017,2376
1722977400,1722987400,5.388,5.017,2369
1722977600,1722987600,5.388,5.017,2373
1722977800,1722987800,5.388,5.017,2370
1722978000,1722988000,5.388,5.017,2360
1722978200,1722988200,5.388,5.017,2354
1722978400,1722988400,5.388,5.017,2325
1722978600,1722988600,5.388,5.017,2309
1722978800,1722988800,5.388,5.017,2300
1722979000,1722989000,5.388,5.017,2294
1722979200,1722989200,5.388,5.017,2286
1722979400,1722989400,5.403,5.017,2296
1722979600,1722989600,5.403,5.017,2294
1722979800,1722989800,5.403,5.017,2275
1722980000,1722990000,5.403,5.017,2265
1722980200,1722990200,5.403,5.017,2254
1722980400,1722990400,5.403,5.017,2231
1722980600,1722990600,5.403,3.885,2216
1722980800,1722990800,5.403,3.885,2208
1722981000,1722991000,5.403,3.885,2196
1722981200,1722991200,5.403,3.885,2199
1722981400,1722991400,5.403,3.885,2193
1722981600,1722991600,5.403,3.881,2184
1722981800,1722991800,5.403,5.456,2187
1722982000,1722992000,5.403,5.456,2184
1722982200,1722992200,5.403,5.456,2196
1722982400,1722992400,5.403,5.456,2179
1722982600,1722992600,5.403,5.456,2152
1722982800,1722992800,5.403,5.456,2146
1722983000,1722993000,5.403,5.456,2127
1722983200,1722993200,5.403,5.456,2104
1722983600,1722993600,5.403,5.456,2106
1722983400,1722993400,5.403,5.456,2097
1722983800,1722993800,5.403,5.456,2105
1722984000,1722994000,5.403,5.456,2094
1722984200,1722994200,5.403,5.456,2099
1722984400,1722994400,5.403,5.456,2099
1722984600,1722994600,5.403,5.456,2111
1722984800,1722994800,5.403,5.456,2120
1722985000,1722995000,5.403,5.456,2123
1722985200,1722995200,5.403,5.456,2125
1722985400,1722995400,5.403,5.456,2127
1722985600,1722995600,5.403,5.456,2137
1722985800,1722995800,5.403,5.456,2140
1722986000,1722996000,5.403,5.456,2136
1722986200,1722996200,5.403,5.456,2147
1722986400,1722996400,5.403,5.456,2141
1722986600,1722996600,5.403,5.456,2146
1722986800,1722996800,5.403,5.456,2151
1722987000,1722997000,5.403,5.456,2148
1722987200,1722997200,5.403,5.456,2159
1722987400,1722997400,5.403,5.456,2148
1722987600,1722997600,5.403,5.456,2143
1722987800,1722997800,5.403,5.456,2156
1722988000,1722998000,5.403,5.456,2157
1722988200,1722998200,5.403,5.456,2164
1722988400,1722998400,5.403,5.456,2182
1722988600,1722998600,5.403,5.456,2183
1722988800,1722998800,5.403,5.456,2183
1722989000,1722999000,5.403,5.456,2185
1722989400,1722999400,5.171,5.456,2167
1722989200,1722999200,5.403,5.456,2166
1722989600,1722999600,5.055,5.456,2179
1722989800,1722999800,5.055,5.456,2182
1722990000,1723000000,5.055,5.456,2203
1722990200,1723000200,5.055,5.456,2213
1722990400,1723000400,5.055,5.456,2214
1722990600,1723000600,5.055,5.456,2227
1722991000,1723001000,5.055,5.456,2233
1722990800,1723000800,5.055,5.456,2229
1722991200,1723001200,5.055,5.456,2244
1722991400,1723001400,5.055,5.456,2257
1722991600,1723001600,5.07,5.456,2254
1722991800,1723001800,5.07,5.242,2251
1722992000,1723002000,5.07,5.242,2253
1722992200,1723002200,5.088,5.242,2241
1722992400,1723002400,5.088,5.242,2254
1722992600,1723002600,5.088,5.242,2284
1722992800,1723002800,5.088,5.242,2272
1722993000,1723003000,5.088,5.242,2261
1722993200,1723003200,5.088,5.242,2270
1722993400,1723003400,5.088,5.212,2263
1722993600,1723003600,5.088,5.047,2245
1722993800,1723003800,5.088,5.047,2248
1722994000,1723004000,5.088,5.047,2233
1722994200,1723004200,5.088,5.036,2210
1722994400,1723004400,5.088,5.036,2206
1722994600,1723004600,5.088,5.036,2199
1722994800,1723004800,5.088,5.036,2180
1722995000,1723005000,5.088,5.036,2179
1722995200,1723005200,5.088,5.036,2173
1722995400,1723005400,5.088,5.036,2153
1722995600,1723005600,5.088,5.036,2140
1722995800,1723005800,5.088,5.036,2128
1722996000,1723006000,5.088,5.036,2111
1722996200,1723006200,5.088,5.036,2098
1722996400,1723006400,5.088,5.036,2098
1722996600,1723006600,5.088,5.036,2083
1722996800,1723006800,5.088,5.036,2062
1722997000,1723007000,5.088,5.036,2054
1722997200,1723007200,5.088,5.036,2030
1722997400,1723007400,5.088,5.036,2025
1722997600,1723007600,5.088,5.036,2033
1722997800,1723007800,5.088,5.036,2035
1722998000,1723008000,5.088,5.036,2038
1722998200,1723008200,5.088,5.036,2035
1722998400,1723008400,5.396,5.036,2041
1722998600,1723008600,5.396,5.036,2055
1722998800,1723008800,5.396,5.036,2059
1722999000,1723009000,5.396,5.036,2084
1722999200,1723009200,5.396,5.036,2106
1722999400,1723009400,5.396,5.036,2095
1722999600,1723009600,5.396,5.036,2101
1722999800,1723009800,5.396,5.036,2107
1723000000,1723010000,5.396,5.036,2094
1723000200,1723010200,5.396,5.036,2095
1723000400,1723010400,5.396,5.036,2110
1723000600,1723010600,5.396,5.036,2097
1723000800,1723010800,5.396,5.036,2105
1723001200,1723011200,5.396,5.036,2053
1723001000,1723011000,5.396,5.036,2088
1723001400,1723011400,5.396,5.036,2049
1723001600,1723011600,5.396,5.036,2065
1723001800,1723011800,5.396,5.036,2066
1723002000,1723012000,5.396,5.036,2061
1723002200,1723012200,5.396,5.456,2073
1723002400,1723012400,5.396,5.456,2060
1723002600,1723012600,5.396,5.456,2039
1723002800,1723012800,5.396,5.456,2058
1723003000,1723013000,5.396,5.456,2079
1723003200,1723013200,5.396,5.456,2090
1723003400,1723013400,5.396,5.456,2100
1723003600,1723013600,5.396,5.456,2106
1723003800,1723013800,5.396,5.456,2101
1723004000,1723014000,5.396,5.456,2111
1723004200,1723014200,5.396,5.456,2142
1723004400,1723014400,5.396,5.456,2141
1723004600,1723014600,5.396,5.456,2137
1723004800,1723014800,5.396,5.456,2163
1723005000,1723015000,5.396,5.456,2166
1723005200,1723015200,5.396,5.456,2166
1723005400,1723015400,5.396,5.456,2177
1723005600,1723015600,5.396,5.456,2176
1723006000,1723016000,5.396,5.456,2176
1723005800,1723015800,5.396,5.456,2171
1723006200,1723016200,5.396,5.456,2165
1723006400,1723016400,5.396,5.456,2158
1723006600,1723016600,5.396,5.456,2166
1723006800,1723016800,5.396,5.456,2170
1723007000,1723017000,5.396,5.456,2149
1723007200,1723017200,5.396,5.456,2152
1723007400,1723017400,5.396,5.456,2142
1723007600,1723017600,5.396,5.456,2109
1723007800,1723017800,5.396,5.456,2084
1723008000,1723018000,5.396,5.456,2065
1723008200,1723018200,5.396,5.456,2051
1723008400,1723018400,5.302,5.456,2019
1723008600,1723018600,5.062,5.456,1993
1723008800,1723018800,5.062,5.456,1984
1723009000,1723019000,5.062,5.456,1940
1723009200,1723019200,5.062,5.456,1911
1723009400,1723019400,5.062,5.456,1907
1723009600,1723019600,5.062,5.456,1876
1723009800,1723019800,5.062,5.456,1842
1723010000,1723020000,5.062,5.456,1821
1723010200,1723020200,5.062,5.456,1797
1723010400,1723020400,5.066,5.456,1779
1723010600,1723020600,5.066,5.456,1778
1723010800,1723020800,5.066,5.456,1747
1723011000,1723021000,5.066,5.456,1738
1723011200,1723021200,5.066,5.456,1751
1723011400,1723021400,5.066,5.456,1741
1723011600,1723021600,5.073,5.456,1726
1723011800,1723021800,5.073,5.456,1726
1723012000,1723022000,5.073,5.456,1737
1723012200,1723022200,5.073,5.043,1743
1723012400,1723022400,5.073,5.043,1749
1723012600,1723022600,5.073,5.043,1753
1723012800,1723022800,5.073,5.043,1738
1723013000,1723023000,5.073,5.043,1736
1723013400,1723023400,5.073,5.043,1729
1723013600,1723023600,5.073,5.043,1730
1723013800,1723023800,5.073,5.043,1731
1723013200,1723023200,5.073,5.043,1732
1723014000,1723024000,5.073,5.043,1734
1723014200,1723024200,5.073,5.043,1724
1723014400,1723024400,5.073,5.043,1733
1723014600,1723024600,5.073,5.043,1746
1723014800,1723024800,5.073,5.043,1739
1723015200,1723025200,5.073,5.043,1714
1723015400,1723025400,5.073,5.043,1703
1723015000,1723025000,5.073,5.043,1739
1723015600,1723025600,5.073,5.043,1707
1723015800,1723025800,5.073,5.043,1708
1723016000,1723026000,5.073,5.043,1716
1723016200,1723026200,5.073,5.043,1749
1723016400,1723026400,5.392,5.043,1765
1723016600,1723026600,5.392,5.043,1778
1723016800,1723026800,5.392,5.043,1797
1723017000,1723027000,5.392,5.043,1833
1723017200,1723027200,5.392,5.043,1851
1723017400,1723027400,5.392,5.043,1881
1723017600,1723027600,5.392,5.062,1902
1723017800,1723027800,5.392,5.062,1922
1723018000,1723028000,5.392,5.062,1922
1723018200,1723028200,5.392,5.062,1919
1723018400,1723028400,5.392,5.062,1942
1723018600,1723028600,5.392,5.062,1970
1723018800,1723028800,5.392,5.062,1974
1723019000,1723029000,5.392,5.062,2000
1723019200,1723029200,5.392,5.062,2027
1723019400,1723029400,5.392,5.062,2039
1723019600,1723029600,5.392,5.062,2060
1723019800,1723029800,5.392,5.062,2088
1723020000,1723030000,5.392,5.062,2102
1723020200,1723030200,5.392,5.062,2125
1723020400,1723030400,5.392,5.062,2139
1723020600,1723030600,5.392,5.062,2153
1723020800,1723030800,5.392,5.062,2166
1723021000,1723031000,5.392,5.062,2200
1723021200,1723031200,5.392,5.062,2222
1723021400,1723031400,5.392,5.062,2227
1723021600,1723031600,5.392,5.062,2214
1723021800,1723031800,5.392,5.062,2213
1723022000,1723032000,5.392,5.062,2202
1723022200,1723032200,5.392,5.062,2178
1723022400,1723032400,5.392,5.062,2178
1723022600,1723032600,5.392,5.062,2161
1723022800,1723032800,5.392,5.062,2165
1723023000,1723033000,5.392,5.062,2164
1723023200,1723033200,5.392,5.062,2154
1723023400,1723033400,5.392,5.062,2135
1723023600,1723033600,5.392,5.062,2120
1723023800,1723033800,5.392,5.062,2103
1723024000,1723034000,5.392,5.062,2092
1723024200,1723034200,5.392,5.062,2068
1723024400,1723034400,5.392,5.062,2040
1723024600,1723034600,5.392,5.062,2023
1723024800,1723034800,5.392,5.062,1989
1723025000,1723035000,5.392,5.062,1958
1723025200,1723035200,5.392,5.062,1966
1723025400,1723035400,5.392,5.062,1954
1723025600,1723035600,5.392,5.062,1933
1723025800,1723035800,5.392,5.062,1924
1723026000,1723036000,5.392,5.062,1904
1723026200,1723036200,5.392,5.062,1863
1723026400,1723036400,5.175,5.062,1849
1723026600,1723036600,5.055,5.062,1829
1723026800,1723036800,5.055,5.062,1812
1723027000,1723037000,5.055,5.062,1796
1723027200,1723037200,5.055,5.062,1796
1723027400,1723037400,5.055,5.062,1757
1723027600,1723037600,5.055,5.036,1733
1723027800,1723037800,5.058,5.036,1735
1723028000,1723038000,5.058,5.036,1749
1723028200,1723038200,5.058,5.036,1762
1723028400,1723038400,5.058,5.036,1772
1723028600,1723038600,5.058,5.036,1765
1723028800,1723038800,5.062,5.032,1751
1723029000,1723039000,5.062,5.021,1730
1723029200,1723039200,5.062,5.021,1723
1723029400,1723039400,5.062,5.021,1712
1723029600,1723039600,5.062,5.021,1695
1723029800,1723039800,5.066,5.021,1689
1723030000,1723040000,5.066,5.021,1689
1723030200,1723040200,5.073,5.021,1677
1723030400,1723040400,5.073,5.021,1665
1723030600,1723040600,5.073,5.021,1660
1723030800,1723040800,5.073,5.021,1670
1723031000,1723041000,5.073,5.021,1667
1723031200,1723041200,5.073,5.021,1664
1723031400,1723041400,5.073,5.021,1678
1723031800,1723041800,5.073,5.021,1692
1723031600,1723041600,5.073,5.021,1692
1723032000,1723042000,5.073,5.021,1703
1723032600,1723042600,5.073,5.021,1713
1723032200,1723042200,5.073,5.021,1706
1723032400,1723042400,5.073,5.021,1703
1723032800,1723042800,5.073,5.021,1717
1723033000,1723043000,5.073,5.021,1709
1723033200,1723043200,5.073,5.021,1714
1723033400,1723043400,5.073,5.021,1739
1723033800,1723043800,5.073,5.021,1761
1723033600,1723043600,5.073,5.021,1744
1723034000,1723044000,5.073,5.021,1776
1723034200,1723044200,5.073,5.021,1789
1723034400,1723044400,5.073,5.017,1807
1723034600,1723044600,5.073,5.021,1823
1723034800,1723044800,5.073,5.021,1868
1723035400,1723045400,5.073,5.021,1944
1723035200,1723045200,5.073,5.021,1903
1723035000,1723045000,5.073,5.021,1895
1723035600,1723045600,5.073,5.021,1970
1723035800,1723045800,5.182,5.021,1978
1723036000,1723046000,5.182,5.021,1988
1723036200,1723046200,5.182,5.021,2002
1723036400,1723046400,5.182,5.021,2001
1723036600,1723046600,5.366,5.021,1998
1723036800,1723046800,5.366,5.021,1999
1723037000,1723047000,5.366,5.021,1992
1723037200,1723047200,5.366,5.021,1980
1723037400,1723047400,5.366,5.021,2004
1723037600,1723047600,5.366,5.025,2026
1723037800,1723047800,5.366,5.04,2014
1723038000,1723048000,5.366,5.043,2010
1723038200,1723048200,5.366,5.043,2007
1723038400,1723048400,5.366,5.043,2001
1723038600,1723048600,5.366,5.043,1988
